Site_Code,Site_ID,Full_Site_Name,Tick_Sampled,Date_of_Tick_Sample,Soil_Sampled,Date_of_Soil_Sample,date,tdmean,tmax,tmean,tmin,vpdmax,vpdmin,soil_tdmean,soil_tmax,soil_tmean,soil_tmin,soil_vpdmax,soil_vpdmin,prev_30_day_avg_tdmean,prev_30_day_avg_tmax,prev_30_day_avg_tmean,prev_30_day_avg_tmin,prev_30_day_avg_vpdmax,prev_30_day_avg_vpdmin,prev_year_avg_tdmean,prev_year_avg_tmax,prev_year_avg_tmean,prev_year_avg_tmin,prev_year_avg_vpdmax,prev_year_avg_vpdmin,prev_2years_avg_tdmean,prev_2years_avg_tmax,prev_2years_avg_tmean,prev_2years_avg_tmin,prev_2years_avg_vpdmax,prev_2years_avg_vpdmin,prev_5years_avg_tdmean,prev_5years_avg_tmax,prev_5years_avg_tmean,prev_5years_avg_tmin,prev_5years_avg_vpdmax,prev_5years_avg_vpdmin,soil_prev_30_day_avg_tdmean,soil_prev_30_day_avg_tmax,soil_prev_30_day_avg_tmean,soil_prev_30_day_avg_tmin,soil_prev_30_day_avg_vpdmax,soil_prev_30_day_avg_vpdmin,soil_prev_year_avg_tdmean,soil_prev_year_avg_tmax,soil_prev_year_avg_tmean,soil_prev_year_avg_tmin,soil_prev_year_avg_vpdmax,soil_prev_year_avg_vpdmin,soil_prev_2years_avg_tdmean,soil_prev_2years_avg_tmax,soil_prev_2years_avg_tmean,soil_prev_2years_avg_tmin,soil_prev_2years_avg_vpdmax,soil_prev_2years_avg_vpdmin,soil_prev_5years_avg_tdmean,soil_prev_5years_avg_tmax,soil_prev_5years_avg_tmean,soil_prev_5years_avg_tmin,soil_prev_5years_avg_vpdmax,soil_prev_5years_avg_vpdmin,month,year,season,summer_seasonal_avg_tdmean,summer_seasonal_avg_tmax,summer_seasonal_avg_tmean,summer_seasonal_avg_tmin,summer_seasonal_avg_vpdmax,summer_seasonal_avg_vpdmin,fall_seasonal_avg_tdmean,fall_seasonal_avg_tmax,fall_seasonal_avg_tmean,fall_seasonal_avg_tmin,fall_seasonal_avg_vpdmax,fall_seasonal_avg_vpdmin,spring_seasonal_avg_tdmean,spring_seasonal_avg_tmax,spring_seasonal_avg_tmean,spring_seasonal_avg_tmin,spring_seasonal_avg_vpdmax,spring_seasonal_avg_vpdmin,winter_seasonal_avg_tdmean,winter_seasonal_avg_tmax,winter_seasonal_avg_tmean,winter_seasonal_avg_tmin,winter_seasonal_avg_vpdmax,winter_seasonal_avg_vpdmin,prev_year,max_snow_depth,number_snow_days,ndvi_buff,ndvi_point,latitude,longitude
IS17,12,Itasca State Park,Yes,20/06/2017,Yes,16/11/2019,20/06/2017,8.022000313,21.03300095,14.9100008,8.786999702,15.81400013,0.248999998,-9.440999985,0.485000014,-5.661399841,-11.80799961,3.437999964,0.256000012,12.17746673,24.15919991,17.31130079,10.46446672,16.35596671,0.460466665,-1.482158902,9.595509605,3.030531647,-3.534361638,8.881720547,0.397616439,-1.466801365,8.946386316,2.629687033,-3.686938365,8.398905482,0.33901096,0.108203834,10.76536768,4.457687347,-1.849791233,9.343040546,0.404922192,-2.896966718,8.301533318,2.658683528,-2.983533356,6.955166672,0.463300002,-0.769457556,10.65758904,4.259023502,-2.139295884,10.15067394,0.56111507,-1.814057548,9.198119159,2.732354243,-3.733223283,9.198606827,0.452409589,-0.602723838,10.02576821,3.812633887,-2.400233982,8.909083284,0.405927124,6,2017,summer,12.45442391,24.76530434,17.66284866,10.56136955,17.47334782,0.376250001,4.607417574,13.21249453,7.928055266,2.644373605,7.382087927,0.330351649,-2.826826113,10.51821743,3.643130584,-3.231489087,8.964989109,0.54430435,-13.11486662,-4.97193337,-10.53717828,-16.10308899,1.706200014,0.180311112,2016,427.03479,91,59.70226464,60.42724245,47.19567,-95.2576
IS19,13,Itasca State Park,Yes,13/06/2019,Yes,16/11/2019,13/06/2019,1.636000037,16.85700035,9.767499924,2.677999973,13.23499966,0.43599999,-9.440999985,0.485000014,-5.661399841,-11.80799961,3.437999964,0.256000012,12.9567,24.07926683,18.07961604,12.08003338,15.57939994,0.618766671,7.004309592,17.89858907,12.29325662,6.688487687,11.94933151,0.911339727,2.880912329,13.22070412,7.921327012,2.622319184,9.251334243,0.887813699,1.078747942,11.04781097,5.943907928,0.840353976,8.008503556,1.004302467,-3.108400022,6.508066712,2.023283447,-2.461133327,5.120599987,0.781700002,-0.671936991,9.930002735,4.662387876,-0.604906857,8.30020274,0.960315069,-1.976934256,8.413421906,3.191572038,-2.030052051,7.369764379,0.903520549,-0.169968773,9.74390356,4.72422625,-0.29512438,7.369860269,1.033065207,6,2019,summer,12.88835871,24.61395671,18.11884517,11.62381525,16.72080431,0.569086955,0.036285715,7.549098899,2.889066079,-1.770549467,5.436274725,0.243505495,-3.43243477,8.113836937,1.244780246,-5.624456549,7.437163078,0.249902173,-16.08001111,-8.065544397,-14.02685633,-19.98900001,1.254077777,0.145277779,2018,477.9521179,90,79.05893715,81.62776138,47.19567,-95.2576
LC19,14,Lake County,Yes,4/06/2019,No,NA,4/06/2019,2.592999935,14.03600025,9.029999733,4.024000168,7.44299984,1.004999995,NA,NA,NA,NA,NA,NA,9.43320001,20.6293335,14.97627964,9.323299996,11.87090001,1.659400006,7.782580823,19.80671785,13.76337286,7.720578074,13.87256709,1.061863014,4.077158903,15.39337398,9.344131756,3.295304099,11.56361368,0.779980823,2.230856439,12.86255178,7.039008476,1.215870124,9.889413137,0.592895891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2019,summer,11.59602176,22.91753267,17.04194955,11.16645653,13.4765761,1.760369568,0.490615352,8.186670342,4.159989191,0.133868111,4.852494514,0.91931868,-3.868456481,6.968728249,1.683309584,-3.602141323,5.888076127,0.826271734,-14.21492217,-5.803322217,-10.75647829,-15.71073339,1.488166663,0.369399999,2018,477.5284119,90,69.39852955,53.15402944,47.04312,-91.70883
SC18,15,St Croix State Park,Yes,27/06/2018,Yes,19/10/2019,27/06/2018,14.89599991,20.79100037,17.04700089,13.30300045,5.717000008,0.389999986,5.458000183,17.97500038,11.40149975,4.828000069,11.86200047,1.162999988,16.83699989,27.40470009,21.50573425,15.60773325,17.36236668,0.535966669,0.379835624,10.18156714,4.636472635,-0.908534248,8.298473996,0.413413697,4.33018492,15.1427055,9.256274664,3.370183552,11.32084932,0.512409589,1.811159447,12.40608602,6.515079864,0.624410395,9.813185197,0.492764932,-5.547866711,3.682333329,-0.836006575,-5.354366661,4.616766667,0.427499998,1.321769853,12.70283564,6.57739239,0.452347943,10.94601915,0.547139726,0.21051779,11.1932726,5.06946067,-1.054020566,9.981550668,0.51800274,1.141219723,11.6113041,5.797261155,-0.01638138,9.364374782,0.489650412,6,2018,summer,15.05992388,26.02658695,19.8846749,13.74378258,16.41767404,0.55578261,3.602681266,13.36556047,7.55289047,1.740626384,8.620714241,0.306362637,-2.257000004,11.46763048,4.765924124,-1.935652171,10.66043476,0.785391301,-14.25449991,-5.402799941,-11.24194497,-17.08197774,1.913211121,0.219088889,2017,251.6097107,90,60.78306659,59.42393875,45.95399,-92.73269
SC19,16,St Croix State Park,Yes,10/06/2019,Yes,19/10/2019,10/06/2019,10.17000008,22.57600021,14.51599979,6.455999851,11.56599998,0.280999988,5.458000183,17.97500038,11.40149975,4.828000069,11.86200047,1.162999988,12.97703328,24.49883353,18.58166612,12.66456665,16.09336663,0.763566666,9.102660268,21.74539999,15.41337285,9.081934247,17.00657811,1.006534248,6.074416434,17.83978905,11.74103728,5.64279726,13.78223701,0.860841095,4.112273423,15.42498356,9.47380965,3.523103016,11.87933097,0.788352328,-5.547866711,3.682333329,-0.836006575,-5.354366661,4.616766667,0.427499998,2.901350688,15.37643561,9.053370547,2.730838364,13.6700466,0.982087672,2.159316454,13.90970001,7.73261828,1.555979458,11.99203701,0.835367122,2.985173698,14.21176165,8.309241524,2.407188498,11.2587222,0.780243287,6,2019,summer,13.65782606,25.41818482,19.12311137,12.82813042,17.15195655,0.690163043,1.832538478,10.19059337,5.594395871,0.998736275,6.487318623,0.44485714,-2.160228254,9.485934772,3.347882377,-2.790260836,7.857065256,0.419858696,-12.6439333,-5.134322201,-10.22300049,-15.31252223,1.497544441,0.182244443,2018,434.7766724,90,66.22793138,66.44380877,45.95399,-92.73269
TH17,17,Towe Hill Bottoms State Natural Area,Yes,28/04/2017,Yes,27/09/2019,28/04/2017,0.136999995,6.460999966,3.544000149,0.628000021,2.887000084,0.344999999,8.241000175,21.27599907,15.81089973,10.34599972,15.92300034,1.657999992,6.384533384,17.88306646,12.24826724,6.61456664,11.59473337,0.791199996,2.571019185,13.43206846,7.53938936,1.647167119,10.23110409,0.523410957,3.178916436,13.53612054,7.813544856,2.091361651,9.949887658,0.49439178,2.875714518,13.62380822,7.734077647,1.844676172,10.40584328,0.573193425,5.907733383,15.94570011,10.03958644,4.133566644,9.010566644,0.228533334,2.508526025,14.07840547,7.972838674,1.86772329,11.17648492,0.637189042,0.876128781,11.90629588,5.885072856,-0.135836992,9.98253151,0.622927399,0.94549534,11.52137314,5.767188197,0.013361635,9.297152884,0.577407125,4,2017,spring,16.90772824,27.67591296,21.80772936,15.94053263,17.85578256,0.622119562,8.053351651,18.47157151,12.4614291,6.452131862,10.85357142,0.463230769,2.109771752,14.0446086,8.213935175,2.384010849,9.694608675,0.786499999,-7.366033319,0.691522215,-3.674322374,-8.040455544,2.944366671,0.378566667,2016,206.1012115,66,53.4090215,55.37267685,43.16581,-90.04027
T17,18,Trego,Yes,15/05/2017,Yes,15/05/2019,15/05/2017,3.687000036,24.18899918,17.05200005,9.916000366,20.76499939,5.132999897,5.985000134,22.68300056,14.17149925,5.659999847,19.25399971,0.453000009,8.200000048,21.39986677,14.97240082,8.545766675,16.12929993,0.941966667,-0.434468481,10.33255341,4.33760294,-1.657158894,8.748799996,0.500912328,0.080947962,10.34608083,4.597993058,-1.149926024,8.55502328,0.495526026,1.406377547,12.14270028,6.262832503,0.383213151,9.791447121,0.591117261,6.955433377,21.09646683,14.1603429,7.224299944,16.30736672,0.930766655,8.528621931,20.43422466,14.39233222,8.350920532,14.56560274,0.825827398,4.155538374,15.56180958,9.533418275,3.505390409,11.8578274,0.710952056,1.912591238,12.6663167,6.877324161,1.088675059,9.973270145,0.616367125,5,2017,spring,14.43354347,25.35268481,19.47700086,13.60233696,16.12241303,0.699782613,5.810626347,15.14053842,9.740879562,4.342131901,8.609956059,0.411219783,-1.4610326,10.96526082,4.969641542,-1.025391313,8.446619557,0.622195654,-10.51844451,-2.479622224,-7.095133721,-11.7112778,2.286133324,0.301766665,2016,368.5039063,90,52.58167689,53.92257682,45.94043,-91.80924
T19,19,Trego,Yes,15/05/2019,Yes,15/05/2019,15/05/2019,5.985000134,22.68300056,14.17149925,5.659999847,19.25399971,0.453000009,5.985000134,22.68300056,14.17149925,5.659999847,19.25399971,0.453000009,6.955433377,21.09646683,14.1603429,7.224299944,16.30736672,0.930766655,9.219076734,21.08647672,15.24413501,9.402301368,15.4060137,1.086904111,5.712378091,16.61404519,10.98767179,5.361712328,12.29900687,0.876653425,3.854717817,13.97976109,8.479571384,2.979785206,10.27996604,0.678859726,6.955433377,21.09646683,14.1603429,7.224299944,16.30736672,0.930766655,9.219076734,21.08647672,15.24413501,9.402301368,15.4060137,1.086904111,5.712378091,16.61404519,10.98767179,5.361712328,12.29900687,0.876653425,3.854717817,13.97976109,8.479571384,2.979785206,10.27996604,0.678859726,5,2019,spring,14.71228262,25.78688051,19.70475086,13.62353264,16.32402172,0.756630433,1.913681303,9.642296749,5.244033193,0.846175849,5.828439557,0.388153847,-2.687369526,9.314010861,3.093640014,-3.126750029,7.909913068,0.436076086,-12.65305551,-5.200088854,-10.17124496,-15.14326673,1.496866661,0.209955554,2018,453.3144226,90,70.89339251,78.04910679,45.94043,-91.80924
RDWB17,20,Wet Bank Rec Area,Yes,8/04/2017,Yes,27/09/2019,8/04/2017,-4.875999928,14.15499973,5.958000183,-2.236999989,12.46000004,1.029999971,8.18900013,20.67399979,14.45049953,8.227000237,15.68799973,0.791000009,3.557166664,14.98780007,9.412167086,3.83753334,9.679566681,0.767033334,2.40829042,12.42949593,6.86026058,1.29136713,9.313087664,0.583745207,2.628876725,12.06853013,6.701095527,1.333972595,8.806673974,0.502846576,1.917627409,11.96626192,6.312481386,0.658966573,9.154877822,0.561579179,5.410466643,14.1563333,9.284709734,4.413199956,7.582066675,0.525599999,1.632328779,12.08364384,6.403451239,0.723693146,9.482027418,0.589926029,-0.232350677,10.08731644,4.264973616,-1.557095895,8.627686321,0.573867124,-0.231471224,9.957671781,4.236672847,-1.484025762,8.288790145,0.541198904,4,2017,spring,16.66408697,26.42379352,21.02014226,15.61745656,15.51039134,0.586586955,7.589054973,16.86467033,11.32889068,5.794109891,9.350549447,0.345824177,1.687054347,12.25386959,7.041022057,1.828880431,8.250141336,0.707478264,-7.811977766,-0.949499983,-5.153600266,-9.358333355,2.132177779,0.263022222,2016,351.0482178,81,60.15826537,62.82296736,43.73793,-91.64205
WW18,21,Whitewater State Park,Yes,7/04/2018,Yes,2/11/2019,7/04/2018,-16.52700043,-7.519000053,-11.052001,-14.58500004,1.725999951,0.444000006,-4.212999821,0.550999999,-1.175999999,-2.903000116,2.154999971,0.425000012,-5.558800017,9.813066665,2.836100056,-4.140466643,9.285166713,0.7566,-1.202164391,8.598301368,2.932262609,-2.733646571,7.713298651,0.415167123,2.686309584,13.0060918,7.344771481,1.683726016,9.641564407,0.510480822,-0.032328212,10.37295837,4.557213877,-1.258312885,8.66735673,0.528179726,-6.390733312,-0.0904,-3.852193217,-7.613866669,2.239966647,0.2247,-0.424517789,10.0076548,4.170784365,-1.665750689,8.905364403,0.557452056,-1.623617791,8.745238362,2.832682627,-3.079654796,8.313415088,0.555194521,-0.557753959,9.620009864,3.893930162,-1.831867404,8.190040008,0.535970959,4,2018,spring,12.24995651,23.4434456,17.27084869,11.09932608,15.08227174,0.499847827,1.94101098,10.5133517,5.429516755,0.346021985,6.576384631,0.419285712,-4.280847813,10.31103258,3.213576219,-3.88393477,9.965728305,0.703163043,-16.8485777,-8.166422183,-14.31240069,-20.45932229,1.551466658,0.195966666,2017,611.0958252,90,60.06350981,51.55847931,47.49541,-93.65031
YR17,22,Yellow River State Park,Yes,29/04/2017,Yes,27/09/2019,29/04/2017,-5.388000011,7.995999813,1.342000008,-5.31099987,6.703000069,0.181999996,7.327000141,16.95599937,9.949399948,2.943000078,9.930000305,0.256000012,1.690233318,16.1446668,9.71246709,3.281033352,11.89373344,0.919933336,-1.936164369,8.577241114,2.602065876,-3.373010967,7.740063027,0.443336986,-1.385246571,8.69529179,2.895027528,-2.905126031,7.75045892,0.422079452,NA,NA,NA,NA,NA,NA,3.068100003,10.49766672,6.318233196,2.138900003,5.434966679,0.445066659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2017,spring,13.69502179,23.92478255,18.27638133,12.6290978,14.04507604,0.669021741,4.836516483,13.40169228,8.438099289,3.475428556,7.3013187,0.451868132,-3.014587013,9.659815248,3.39526099,-2.868804334,8.023728288,0.551347827,-12.61818883,-4.808622181,-9.92424496,-15.04067775,1.770544451,0.222211112,2016,312.9273071,91,63.39554088,61.94200289,47.49541,-93.65031
